date,symbol,open,high,low,close,volume,amount
2025-07-25,STK0023,13.7664,13.8702,13.1301,13.2299,1014725,13424746.13
2025-07-28,STK0023,13.3003,13.4252,13.0484,13.1721,1014206,13359214.47
2025-07-29,STK0023,13.225,13.3777,12.7923,12.9417,1457726,18865469.87
2025-07-30,STK0023,12.9645,13.0789,12.8588,12.9731,1658915,21521265.19
2025-07-31,STK0023,12.9584,13.0704,12.5187,12.6279,1658988,20949496.43
2025-08-01,STK0023,12.7791,13.0402,12.2651,12.521,1362533,17060295.32
2025-08-04,STK0023,12.466,13.1218,12.2255,12.8735,1352830,17415610.62
2025-08-05,STK0023,12.9312,13.3293,12.6994,13.0945,1451978,19012930.5
2025-08-06,STK0023,13.0879,13.3208,12.5924,12.8206,1849094,23706447.12
2025-08-07,STK0023,12.8556,13.0356,12.3412,12.5164,2524426,31596818.51
2025-08-08,STK0023,12.6094,12.8137,12.4824,12.686,773726,9815472.83
2025-08-11,STK0023,12.6623,13.2038,12.4271,12.963,2110000,27351968.75
2025-08-12,STK0023,13.0099,13.0708,12.727,12.7868,1637004,20932036.74
2025-08-13,STK0023,12.8072,13.2459,12.74,13.1768,2026695,26705271.21
2025-08-14,STK0023,13.1262,13.3466,13.0618,13.2815,2515043,33403422.13
2025-08-15,STK0023,13.3821,13.6344,12.5806,12.8223,1291695,16562540.72
2025-08-18,STK0023,12.8772,13.0781,12.2593,12.4536,2335809,29089312.32
2025-08-19,STK0023,12.4212,12.7155,12.2678,12.5603,1092264,13719167.96
2025-08-20,STK0023,12.6437,12.8935,12.48,12.7286,1735933,22096021.93
2025-08-21,STK0023,12.6653,13.3368,12.3989,13.0621,1560813,20387447.84
2025-08-22,STK0023,13.0598,13.1225,12.6818,12.743,1750334,22304468.3
2025-08-25,STK0023,12.7102,12.8759,12.5727,12.7381,1216807,15499851.58
2025-08-26,STK0023,12.7957,13.0539,12.5464,12.8044,2018423,25844644.6
2025-08-27,STK0023,12.7676,13.0375,12.5489,12.818,3051773,39117525.98
2025-08-28,STK0023,12.8764,13.0311,12.628,12.7815,1221790,15616348.49
2025-08-29,STK0023,12.8272,12.919,12.6604,12.7517,1881390,23991006.27
2025-09-01,STK0023,12.7231,13.3452,12.4207,13.0354,2392741,31190244.36
2025-09-02,STK0023,13.1793,13.3293,12.9188,13.0676,1581641,20668214.74
2025-09-03,STK0023,13.0093,13.3664,12.7206,13.0762,2778777,36335905.43
2025-09-04,STK0023,12.9661,13.5411,12.7082,13.277,1507253,20011829.5
2025-09-05,STK0023,13.3454,13.6365,12.7833,13.0684,1687324,22050548.44
2025-09-08,STK0023,12.9009,12.9317,12.7479,12.7785,1250423,15978474.66
2025-09-09,STK0023,12.8933,13.1772,12.726,13.0084,1851124,24080122.78
2025-09-10,STK0023,13.0163,13.12,12.6028,12.704,1746307,22185057.76
2025-09-11,STK0023,12.5957,12.7003,12.4309,12.535,2196005,27526928.12
2025-09-12,STK0023,12.4639,12.5756,12.3616,12.4732,1402756,17496912.58
2025-09-15,STK0023,12.3515,12.5529,12.2162,12.4169,1380005,17135320.14
2025-09-16,STK0023,12.4454,12.5879,12.0186,12.1577,2134672,25952731.18
2025-09-17,STK0023,12.0613,12.2613,11.7728,11.9713,2999644,35909713.68
2025-09-18,STK0023,12.0074,12.2505,11.9005,12.1423,2324563,28225547.11
2025-09-19,STK0023,12.1201,12.2603,12.0198,12.1597,3709068,45101212.63
2025-09-22,STK0023,12.1251,12.4265,12.0003,12.2999,2373374,29192155.16
2025-09-23,STK0023,12.3375,12.557,12.0695,12.2881,2347857,28850622.01
2025-09-24,STK0023,12.3341,12.5447,12.3094,12.5197,2457919,30772292.69
2025-09-25,STK0023,12.606,12.8478,12.2448,12.4843,3240196,40451512.62
2025-09-26,STK0023,12.4369,12.5587,11.9145,12.0324,2878350,34633328.91
2025-09-29,STK0023,12.0302,12.3224,11.8467,12.1373,1292032,15681723.79
2025-09-30,STK0023,12.0911,12.6206,11.8551,12.3791,2452539,30360108.92
2025-10-01,STK0023,12.3912,12.5615,11.9426,12.1091,2061298,24960491.43
2025-10-02,STK0023,12.0527,12.5542,11.8492,12.3457,1754008,21654484.81
2025-10-03,STK0023,12.3143,12.5995,11.8347,12.1153,1011274,12251904.87
2025-10-06,STK0023,12.0849,12.2345,12.0524,12.2017,1096414,13378092.69
2025-10-07,STK0023,12.2232,12.6938,12.1005,12.5677,1689324,21230835.99
2025-10-08,STK0023,12.5679,13.0417,12.2748,12.7445,1170495,14917380.88
2025-10-09,STK0023,12.7833,13.0551,12.3372,12.6052,1732015,21832388.1
2025-10-10,STK0023,12.5971,12.8979,12.3932,12.6925,2474739,31410503.56
2025-10-13,STK0023,12.6484,12.9831,12.5564,12.8894,1594626,20553699.08
2025-10-14,STK0023,12.9042,13.0768,12.7802,12.9525,1982913,25683621.06
2025-10-15,STK0023,12.8814,13.7809,12.6014,13.4877,1293755,17449823.61
2025-10-16,STK0023,13.5339,13.877,13.2894,13.6308,2104496,28686026.65
2025-10-17,STK0023,13.6075,13.7241,13.4443,13.5605,2306272,31274282.04
2025-10-20,STK0023,13.5772,13.6456,13.449,13.5172,1166119,15762651.65
2025-10-21,STK0023,13.535,13.8052,13.2292,13.4986,1483814,20029436.97
2025-10-22,STK0023,13.629,13.8368,12.7689,12.9667,1231252,15965298.57
2025-10-23,STK0023,12.9964,13.3104,12.6447,12.9577,2317749,30032734.93
2025-10-24,STK0023,12.9634,13.1105,12.6923,12.838,2087984,26805445.94
2025-10-27,STK0023,12.7847,12.9129,12.6318,12.7598,1929873,24624706.41
2025-10-28,STK0023,12.8213,13.2063,12.7099,13.0925,1848808,24205594.49
2025-10-29,STK0023,13.0713,13.2423,12.839,13.0092,2118221,27556322.75
2025-10-30,STK0023,12.8907,13.0121,12.5077,12.6267,2162938,27310707.68
2025-10-31,STK0023,12.6119,12.6584,12.3963,12.4421,1585609,19728296.38
2025-11-03,STK0023,12.4564,12.697,12.3421,12.5815,1518226,19101547.96
2025-11-04,STK0023,12.5199,12.6512,12.4318,12.5628,1879515,23612064.55
2025-11-05,STK0023,12.5539,13.2287,12.2934,12.9597,1781999,23094221.66
2025-11-06,STK0023,12.9542,13.3616,12.8581,13.2632,3907464,51825424.23
2025-11-07,STK0023,13.2587,13.6271,13.0923,13.4582,1685854,22688544.32
2025-11-10,STK0023,13.5583,13.7952,13.2298,13.465,2108328,28388736.86
2025-11-11,STK0023,13.3595,13.7375,13.2869,13.6633,2212097,30224563.35
2025-11-12,STK0023,13.8311,14.0277,13.2191,13.4097,3057307,40997669.3
2025-11-13,STK0023,13.4071,13.9002,13.119,13.6078,1437068,19555337.14
2025-11-14,STK0023,13.6553,13.866,13.2006,13.4075,3125385,41903744.09
2025-11-17,STK0023,13.4178,13.5935,12.952,13.1238,1854491,24338040.97
2025-11-18,STK0023,12.9886,13.4996,12.712,13.2181,4636631,61287675.2
2025-11-19,STK0023,13.1346,13.8858,12.8222,13.5632,2228635,30227343.36
2025-11-20,STK0023,13.5206,13.8091,13.2382,13.5267,1245222,16843684.73
2025-11-21,STK0023,13.6075,14.1321,13.4525,13.9729,1793462,25059913.8
2025-11-24,STK0023,13.8573,14.08,13.4277,13.647,3065434,41833986.24
2025-11-25,STK0023,13.5771,13.7687,13.1632,13.3516,2014642,26898738.0
2025-11-26,STK0023,13.3648,13.4848,13.1557,13.2749,1958068,25993129.05
2025-11-27,STK0023,13.3126,13.4725,13.0259,13.1842,2535367,33426855.43
2025-11-28,STK0023,13.2193,13.4979,12.5756,12.8463,1751470,22499992.78
2025-12-01,STK0023,12.7707,12.8845,12.6116,12.725,1820095,23160759.13
2025-12-02,STK0023,12.6036,12.8867,12.1887,12.4688,1401593,17476139.94
2025-12-03,STK0023,12.5092,12.8194,11.9844,12.2893,3605981,44314807.66
2025-12-04,STK0023,12.3954,12.5119,12.2831,12.3996,1277071,15835198.76
2025-12-05,STK0023,12.374,12.4336,12.1043,12.163,2084867,25358176.79
2025-12-08,STK0023,12.0797,12.3974,11.7896,12.1066,2357757,28544449.07
2025-12-09,STK0023,12.0754,12.1787,12.0038,12.1068,2029320,24568591.12
2025-12-10,STK0023,12.1355,12.3751,11.5834,11.8168,1320429,15603186.11
2025-12-11,STK0023,11.8002,12.0973,11.766,12.0623,1446299,17445751.76
2025-12-12,STK0023,12.1646,12.4376,12.0744,12.346,2422613,29909614.29
2025-12-15,STK0023,12.4147,12.6694,12.3156,12.5691,1572702,19767408.75
2025-12-16,STK0023,12.583,12.6942,12.4373,12.5482,1008014,12648725.67
2025-12-17,STK0023,12.4019,12.6889,12.088,12.3744,2388520,29556391.06
2025-12-18,STK0023,12.3231,12.4807,12.2487,12.4058,1539002,19092577.22
2025-12-19,STK0023,12.3651,12.5394,12.291,12.4646,2619135,32646579.5
2025-12-22,STK0023,12.4089,12.6312,11.7986,12.0138,1979663,23783263.21
2025-12-23,STK0023,12.0276,12.3151,11.6798,11.9659,1972877,23607174.94
2025-12-24,STK0023,11.9811,12.2017,11.8498,12.0695,2246498,27114204.49
2025-12-25,STK0023,11.9489,12.1853,11.4539,11.685,1486251,17366915.59
2025-12-26,STK0023,11.7416,11.8196,11.7097,11.7877,1702562,20069221.82
2025-12-29,STK0023,11.7888,12.0678,11.5418,11.8202,2108412,24921761.09
2025-12-30,STK0023,11.8455,12.0663,11.3284,11.5435,1545715,17843023.07
2025-12-31,STK0023,11.5952,11.8576,11.3079,11.5696,2888774,33422023.42
2026-01-01,STK0023,11.5165,11.7991,11.3246,11.6057,2023233,23481055.0
2026-01-02,STK0023,11.6937,11.9703,11.3988,11.6749,1388680,16212683.25
2026-01-05,STK0023,11.665,11.8478,11.537,11.7192,1874548,21968256.68
2026-01-06,STK0023,11.8261,12.0507,11.6032,11.8278,2364781,27970136.98
2026-01-07,STK0023,11.7645,12.0934,11.5447,11.8716,1957388,23237296.64
2026-01-08,STK0023,11.9745,12.1781,11.8765,12.0793,2669284,32243207.59
2026-01-09,STK0023,12.014,12.2924,11.6411,11.9173,2820658,33614501.5
2026-01-12,STK0023,12.1009,12.342,11.715,11.9532,5278342,63092863.03
2026-01-13,STK0023,11.8851,12.1994,11.6245,11.9377,3435946,41017264.71
2026-01-14,STK0023,12.0136,12.1688,11.8894,12.0442,1281058,15429377.68
2026-01-15,STK0023,12.0181,12.3918,11.7615,12.1327,1947998,23634560.51
2026-01-16,STK0023,12.1849,12.304,12.0723,12.1913,2069205,25226237.05
2026-01-19,STK0023,12.1883,12.8407,11.8936,12.5375,2816991,35318128.23
2026-01-20,STK0023,12.4557,12.4875,12.2919,12.3234,1708969,21060224.34
2026-01-21,STK0023,12.1183,12.4743,11.9215,12.2749,1993351,24468266.4
2026-01-22,STK0023,12.461,12.5181,12.1242,12.18,1568966,19110001.96
2026-01-23,STK0023,12.1853,12.4111,11.4748,11.6914,1975282,23093886.82
2026-01-26,STK0023,11.4868,11.6058,11.1654,11.2823,1995662,22515647.7
2026-01-27,STK0023,11.3028,11.6977,11.0539,11.4456,2196452,25139697.53
2026-01-28,STK0023,11.493,11.7467,10.9996,11.2479,1604508,18047275.58
2026-01-29,STK0023,11.1997,11.3459,11.0825,11.2283,3372881,37871875.42
2026-01-30,STK0023,11.1807,11.7341,10.9501,11.4969,2807655,32279443.78
2026-02-02,STK0023,11.4956,11.6987,11.2559,11.4583,1461344,16744540.06
2026-02-03,STK0023,11.5413,11.6864,11.405,11.55,2403802,27763844.5
2026-02-04,STK0023,11.5569,11.6712,11.2466,11.359,1352391,15361767.17
2026-02-05,STK0023,11.4591,11.5375,11.1515,11.2283,3774895,42385469.97
2026-02-06,STK0023,11.3047,11.392,11.2657,11.3528,4125944,46840861.83
2026-02-09,STK0023,11.3372,11.627,11.1796,11.4676,2316671,26566626.77
2026-02-10,STK0023,11.36,11.5239,10.9667,11.1271,1779018,19795366.56
2026-02-11,STK0023,11.112,11.3063,10.9763,11.1699,1913465,21373260.78
2026-02-12,STK0023,11.2053,11.4727,10.8682,11.1339,2040341,22716874.38
2026-02-13,STK0023,11.1379,11.1636,10.9811,11.0066,2348510,25849104.0
2026-02-16,STK0023,11.0486,11.6187,10.8104,11.3736,3982727,45297766.56
2026-02-17,STK0023,11.4326,11.6661,11.0732,11.304,3445832,38951748.3
2026-02-18,STK0023,11.3401,11.5607,10.889,11.105,3463337,38460443.7
2026-02-19,STK0023,11.0867,11.2427,10.9254,11.0814,2631867,29164657.06
2026-02-20,STK0023,11.116,11.3294,11.0451,11.2576,1647974,18552236.35
2026-02-23,STK0023,11.4096,11.6589,11.045,11.2917,1839186,20767511.78
2026-02-24,STK0023,11.1912,11.4167,10.9772,11.2024,2487673,27868010.49
2026-02-25,STK0023,11.2352,11.6792,10.9976,11.4373,1616190,18484779.2
2026-02-26,STK0023,11.5637,11.6495,11.0051,11.0874,2644110,29316240.76
2026-02-27,STK0023,11.0095,11.3434,10.8471,11.1785,3175274,35494800.87
2026-03-02,STK0023,11.2458,11.3759,10.6515,10.7761,2976711,32077436.16
2026-03-03,STK0023,10.8498,11.0311,10.4892,10.6675,2885937,30785687.75
2026-03-04,STK0023,10.5734,10.7775,10.357,10.5609,1257009,13275197.83
2026-03-05,STK0023,10.6062,10.6698,10.2328,10.2946,3841561,39547201.65
2026-03-06,STK0023,10.2778,10.6829,10.2161,10.6192,1426930,15152837.18
2026-03-09,STK0023,10.6153,10.775,10.5835,10.7427,2380862,25576986.78
2026-03-10,STK0023,10.7218,11.1233,10.6616,11.0612,3077873,34044853.48
2026-03-11,STK0023,11.1486,11.2325,10.7361,10.8175,2824664,30555665.11
2026-03-12,STK0023,10.8102,10.8498,10.5669,10.6058,1649014,17489158.39
2026-03-13,STK0023,10.5764,10.7812,10.4687,10.6726,1739566,18565625.78
2026-03-16,STK0023,10.644,10.9443,10.4574,10.7558,2824574,30380566.58
2026-03-17,STK0023,10.7338,10.9511,10.4326,10.6481,3078310,32778118.0
2026-03-18,STK0023,10.5793,10.6846,10.3975,10.502,1731370,18182844.16
2026-03-19,STK0023,10.4723,10.5134,10.1479,10.1879,3005036,30615110.41
2026-03-20,STK0023,10.1951,10.5897,9.9967,10.3875,1530273,15895772.69
2026-03-23,STK0023,10.4128,10.5273,10.2061,10.3196,3169244,32705188.64
2026-03-24,STK0023,10.3944,10.5528,10.3135,10.4713,1854727,19421396.86
2026-03-25,STK0023,10.4864,10.6415,10.3519,10.5068,2624937,27579569.44
2026-03-26,STK0023,10.4769,10.9728,10.2222,10.7125,2445661,26199033.3
2026-03-27,STK0023,10.6477,10.7602,10.4499,10.5615,3802534,40160479.9
2026-03-30,STK0023,10.5802,11.1755,10.3255,10.9128,2780474,30342820.27
2026-03-31,STK0023,10.9051,10.9905,10.6063,10.69,2034106,21744518.53
2026-04-01,STK0023,10.6846,10.9319,10.6373,10.8838,2821148,30704687.29
2026-04-02,STK0023,10.9009,10.9621,10.5989,10.6587,5292897,56415541.17
2026-04-03,STK0023,10.692,10.9037,10.4717,10.6832,3274287,34979940.89
2026-04-06,STK0023,10.7005,11.3119,10.5468,11.1517,2455344,27381347.45
2026-04-07,STK0023,11.1403,11.4901,10.9689,11.316,1876648,21236194.45
2026-04-08,STK0023,11.2617,11.5627,10.9886,11.2888,2016213,22760709.63
2026-04-09,STK0023,11.2474,11.4005,10.8051,10.9542,3208836,35150295.8
2026-04-10,STK0023,11.0101,11.0618,10.9184,10.9698,1869500,20508077.36
2026-04-13,STK0023,10.942,11.6229,10.7393,11.4115,2537148,28952606.47
2026-04-14,STK0023,11.3197,11.575,11.2429,11.497,4222566,48546914.41
2026-04-15,STK0023,11.5773,11.8294,11.3993,11.6503,2674399,31157583.18
2026-04-16,STK0023,11.5846,12.0746,11.3338,11.8187,1751113,20695965.52
2026-04-17,STK0023,11.8212,11.9746,11.5026,11.6538,5513855,64257520.33
2026-04-20,STK0023,11.6882,11.8397,11.5804,11.7314,4940368,57957639.04
2026-04-21,STK0023,11.7317,12.0381,11.5529,11.8575,3161197,37483762.71
2026-04-22,STK0023,11.6825,11.8453,11.625,11.7873,4136849,48762190.07
2026-04-23,STK0023,11.8149,11.9221,11.392,11.4963,2387552,27448113.75
2026-04-24,STK0023,11.5882,11.8438,11.4307,11.685,3326026,38864493.75
2025-07-21,STK0024,22.7394,23.239,22.5598,23.0569,4051983,93426133.54
2025-07-22,STK0024,23.0022,23.5127,22.2599,22.7652,5839603,132939584.99
2025-07-23,STK0024,22.6479,23.1517,22.2107,22.7133,4627596,105108025.39
2025-07-24,STK0024,22.9141,23.4774,21.9693,22.523,5031482,113323908.37
2025-07-25,STK0024,22.6089,23.0867,21.5121,21.9765,3302789,72583785.31
2025-07-28,STK0024,21.8307,21.9953,21.1076,21.268,4685424,99649389.11
2025-07-29,STK0024,21.2406,22.081,20.9982,21.8319,4163014,90886429.82
2025-07-30,STK0024,21.9805,22.9325,21.5843,22.5265,4028994,90759268.23
2025-07-31,STK0024,22.4394,22.6474,21.5663,21.7681,3390506,73804833.49
2025-08-01,STK0024,21.8796,22.1984,21.4351,21.752,5950011,129424610.42
2025-08-04,STK0024,21.9333,22.1904,21.7695,22.026,4928689,108559216.59
2025-08-05,STK0024,22.1873,22.644,21.8046,22.2601,4690693,104415224.58
2025-08-06,STK0024,22.2842,22.5041,21.8337,22.0513,8872497,195649899.04
2025-08-07,STK0024,22.2174,22.7505,22.1448,22.6764,4911682,111379166.52
2025-08-08,STK0024,22.6054,23.5016,22.0571,22.945,6153473,141191223.3
2025-08-11,STK0024,23.2898,23.7884,22.7389,23.2363,4485442,104225264.09
2025-08-12,STK0024,23.2699,23.479,22.8061,23.0129,3580262,82392272.86
2025-08-13,STK0024,23.1718,23.2872,22.1844,22.2955,2760864,61554787.55
2025-08-14,STK0024,22.2471,23.0703,21.8264,22.6422,4348943,98469464.98
2025-08-15,STK0024,22.7101,22.8708,22.1031,22.2606,1564061,34816933.12
2025-08-18,STK0024,22.3333,23.032,21.9776,22.6709,4306137,97624057.65
2025-08-19,STK0024,22.5449,22.994,21.2867,21.7194,4265168,92636709.11
2025-08-20,STK0024,21.5948,21.9397,21.4163,21.7598,3436389,74775111.64
2025-08-21,STK0024,21.7331,21.9189,21.3257,21.5095,3630329,78086691.92
2025-08-22,STK0024,21.6527,21.7267,21.2523,21.3252,2404651,51279710.08
2025-08-25,STK0024,21.0922,21.5824,20.8948,21.3823,6139963,131286484.45
2025-08-26,STK0024,21.3358,21.9816,20.9999,21.641,3337860,72234542.06
2025-08-27,STK0024,21.8117,22.093,21.6899,21.9703,2687092,59036200.07
2025-08-28,STK0024,21.8085,22.8941,21.2868,22.3592,4560547,101970247.15
2025-08-29,STK0024,22.5281,22.9474,21.9652,22.3818,3920591,87750054.23
2025-09-01,STK0024,22.2309,23.816,22.0822,23.6578,3331612,78818525.88
2025-09-02,STK0024,23.528,24.5402,23.1938,24.1965,3189219,77167912.47
2025-09-03,STK0024,24.1751,24.4411,23.7183,23.9822,3675797,88153717.45
2025-09-04,STK0024,24.2533,24.5151,23.5319,23.7887,5967160,141950787.86
2025-09-05,STK0024,23.6975,24.1318,23.3449,23.778,4497312,106937239.96
2025-09-08,STK0024,23.5321,24.2724,23.4265,24.164,3865086,93395869.12
2025-09-09,STK0024,23.9616,24.1282,23.576,23.741,5228266,124124435.69
2025-09-10,STK0024,23.8742,24.0041,23.143,23.2696,3874305,90153524.27
2025-09-11,STK0024,23.0812,23.2197,22.118,22.2516,4379608,97453130.7
2025-09-12,STK0024,22.4107,22.7933,21.8421,22.2214,4001515,88919198.54
2025-09-15,STK0024,22.2307,23.3681,21.6769,22.8001,4661861,106290831.07
2025-09-16,STK0024,22.7957,23.2391,22.4087,22.8512,3198149,73081601.61
2025-09-17,STK0024,22.892,23.4563,22.15,22.7098,2452374,55692811.08
2025-09-18,STK0024,22.6009,23.2313,22.2557,22.8819,5022725,114929474.56
2025-09-19,STK0024,22.9008,23.0959,22.318,22.5097,5872876,132196756.42
2025-09-22,STK0024,22.3492,23.073,21.8561,22.575,2363045,53345646.14
2025-09-23,STK0024,22.7584,23.1954,22.6777,23.1134,3635296,84024150.95
2025-09-24,STK0024,22.9714,23.4005,22.8713,23.299,2952157,68782241.46
2025-09-25,STK0024,23.3604,24.4242,22.8045,23.8565,4780465,114045155.51
2025-09-26,STK0024,23.7088,24.8506,23.3069,24.4363,3887437,94994406.54
2025-09-29,STK0024,24.3582,25.3831,23.789,24.8035,11368458,281977575.46
2025-09-30,STK0024,24.7479,24.8731,24.5017,24.6262,3138354,77285802.17
2025-10-01,STK0024,25.0707,25.5638,23.738,24.2143,5900480,142876127.2
2025-10-02,STK0024,24.2122,25.2118,24.033,25.0266,6131358,153446860.44
2025-10-03,STK0024,24.9035,25.3427,24.657,25.0943,4068875,102105589.17
2025-10-06,STK0024,25.0275,25.6374,24.4599,25.0689,3492053,87541882.71
2025-10-07,STK0024,24.8436,25.1283,24.3662,24.6487,3545731,87397612.23
2025-10-08,STK0024,24.6246,25.3499,24.1956,24.9158,3468165,86412122.86
2025-10-09,STK0024,25.1941,25.7586,24.5249,25.087,5002748,125504054.42
2025-10-10,STK0024,25.1377,25.8604,24.5839,25.303,2444938,61864217.72
2025-10-13,STK0024,25.4405,25.4966,24.7031,24.7576,3048084,75463376.05
2025-10-14,STK0024,24.6228,24.7617,24.4447,24.5833,2966581,72928487.26
2025-10-15,STK0024,24.5534,25.7488,23.9855,25.1667,1785332,44931003.5
2025-10-16,STK0024,25.1976,25.9893,24.8212,25.6068,4450258,113956948.0
2025-10-17,STK0024,25.4956,26.3568,25.163,26.0174,4784181,124471806.57
2025-10-20,STK0024,26.0799,26.4996,25.9886,26.4072,2660047,70244330.48
2025-10-21,STK0024,26.5049,26.5731,25.7327,25.7991,4738900,122259512.73
2025-10-22,STK0024,25.8833,26.5026,25.2325,25.8511,1892550,48924529.04
2025-10-23,STK0024,25.8277,26.8922,25.4946,26.5497,3317507,88078874.1
2025-10-24,STK0024,26.7241,27.2609,25.8746,26.405,3166806,83619552.09
2025-10-27,STK0024,26.3642,26.8141,26.1781,26.6262,3435312,91469183.61
2025-10-28,STK0024,26.5705,26.8696,26.3725,26.6708,3576762,95395113.57
2025-10-29,STK0024,26.9025,27.303,26.4963,26.8966,3468862,93300756.98
2025-10-30,STK0024,26.7186,27.645,26.1268,27.0459,3029475,81934973.01
2025-10-31,STK0024,26.771,27.7695,26.5398,27.5317,3333145,91767111.0
2025-11-03,STK0024,27.3887,27.6506,26.7222,26.9802,5545586,149621146.75
2025-11-04,STK0024,27.043,27.4396,26.531,26.9258,2864876,77139156.01
2025-11-05,STK0024,27.134,27.4072,27.0548,27.3274,7688377,210103136.96
2025-11-06,STK0024,27.2193,27.9244,26.9277,27.6284,2815099,77776755.6
2025-11-07,STK0024,27.9309,28.5472,27.5177,28.1311,3692374,103870378.51
2025-11-10,STK0024,28.1356,28.232,28.0763,28.1726,4053040,114184514.83
2025-11-11,STK0024,28.153,28.6225,27.3093,27.7724,3091990,85872035.41
2025-11-12,STK0024,27.6311,27.7188,26.8227,26.9081,5559511,149595899.03
2025-11-13,STK0024,27.225,27.7303,26.22,26.7158,4085852,109156835.05
2025-11-14,STK0024,26.6917,27.2803,26.1462,26.7339,3153880,84315369.63
2025-11-17,STK0024,26.5211,27.8056,25.9564,27.2259,5389734,146740143.34
2025-11-18,STK0024,27.6303,28.1135,26.0078,26.4707,2327700,61615778.74
2025-11-19,STK0024,26.5333,27.4626,26.1375,27.059,2666040,72140335.32
2025-11-20,STK0024,27.189,27.4357,26.4658,26.7082,3910176,104433611.44
2025-11-21,STK0024,26.979,27.2964,26.4478,26.7627,4224711,113064825.02
2025-11-24,STK0024,26.8616,26.9691,26.5411,26.6478,3633389,96821775.92
2025-11-25,STK0024,26.8041,27.3379,26.3146,26.8475,3125804,83920146.62
2025-11-26,STK0024,26.8563,26.9253,26.7548,26.8236,3021584,81049888.21
2025-11-27,STK0024,26.942,27.4684,26.6319,27.1558,4900760,133084174.57
2025-11-28,STK0024,27.1503,28.1024,26.7799,27.7242,3632354,100704136.92
2025-12-01,STK0024,27.7208,28.1908,27.1608,27.6292,2428700,67103013.61
2025-12-02,STK0024,27.649,27.9226,26.8141,27.0821,2354159,63755477.37
2025-12-03,STK0024,27.0177,27.4456,26.6885,27.1152,5570444,151043965.39
2025-12-04,STK0024,27.1974,28.6271,26.7756,28.1899,2539607,71591342.66
2025-12-05,STK0024,28.2749,29.0027,27.618,28.3442,3592413,101824065.44
2025-12-08,STK0024,28.4838,29.2687,27.9866,28.7666,5226405,150345774.0
2025-12-09,STK0024,28.8772,29.1039,28.0374,28.2593,4012625,113394071.68
2025-12-10,STK0024,28.6005,29.215,27.7881,28.3983,2596376,73732564.59
2025-12-11,STK0024,28.5782,28.6715,28.3529,28.4459,2349978,66847123.59
2025-12-12,STK0024,28.4105,28.6453,27.6849,27.9155,6283718,175413344.79
2025-12-15,STK0024,27.9915,28.1171,27.7547,27.8798,2244361,62572332.34
2025-12-16,STK0024,28.1171,28.4624,27.4069,27.7477,2626704,72884973.92
2025-12-17,STK0024,27.59,28.0493,26.9289,27.3848,3677475,100707014.38
2025-12-18,STK0024,27.7178,28.1117,27.2859,27.6793,3031478,83909152.39
2025-12-19,STK0024,27.5509,28.1201,26.6796,27.2424,3939380,107318180.94
2025-12-22,STK0024,27.39,28.1201,26.9777,27.7031,1906280,52809945.87
2025-12-23,STK0024,27.7042,28.094,27.5006,27.8889,2895185,80743662.35
2025-12-24,STK0024,27.8804,28.3694,27.4807,27.9684,3958620,110716392.97
2025-12-25,STK0024,27.7506,28.6989,27.2257,28.1661,3960643,111555873.5
2025-12-26,STK0024,28.3199,28.8722,27.9356,28.4857,2584440,73619487.26
2025-12-29,STK0024,28.2663,28.7308,27.9224,28.3854,2224931,63155664.7
2025-12-30,STK0024,28.1408,28.5395,27.0203,27.4087,3460030,94834943.1
2025-12-31,STK0024,27.6001,28.0926,27.197,27.6882,1981760,54871399.59
2026-01-01,STK0024,27.9871,28.243,27.3487,27.601,4871722,134464566.91
2026-01-02,STK0024,27.4908,28.1226,26.8957,27.5267,3331022,91692033.91
2026-01-05,STK0024,27.6929,27.8805,27.3237,27.5102,2450332,67409012.12
2026-01-06,STK0024,27.6419,28.3161,27.5658,28.2383,2109853,59578743.48
2026-01-07,STK0024,28.2228,29.8196,27.6851,29.2621,2475009,72423867.08
2026-01-08,STK0024,29.4975,30.128,28.4876,29.1097,1772656,51601553.2
2026-01-09,STK0024,29.0812,29.5692,28.155,28.6356,3699757,105944642.09
2026-01-12,STK0024,28.7246,29.2751,28.3574,28.9055,2348606,67887699.67
2026-01-13,STK0024,28.6889,30.1056,27.988,29.3876,3562794,104702097.16
2026-01-14,STK0024,29.1749,29.482,28.213,28.5132,3816176,108811400.06
2026-01-15,STK0024,28.7139,29.0394,28.0613,28.383,4347787,123403307.21
2026-01-16,STK0024,28.477,28.948,28.0329,28.5034,3459859,98617906.93
2026-01-19,STK0024,28.4791,28.818,27.4836,27.8146,4652120,129396778.82
2026-01-20,STK0024,28.1348,28.5504,26.6485,27.048,5109314,138196920.11
2026-01-21,STK0024,27.3577,28.0206,26.2375,26.889,3451742,92813898.53
2026-01-22,STK0024,26.9599,27.1611,26.5597,26.7594,3502865,93734592.8
2026-01-23,STK0024,26.5267,26.9505,26.383,26.8052,2548613,68316205.67
2026-01-26,STK0024,26.7873,27.1018,26.1459,26.4565,2180271,57682406.51
2026-01-27,STK0024,26.3247,26.9284,25.9669,26.5673,4752285,126255227.64
2026-01-28,STK0024,26.5815,28.3785,26.0923,27.8657,3862595,107633966.06
2026-01-29,STK0024,27.7096,28.509,27.0454,27.8417,3945210,109841322.93
2026-01-30,STK0024,27.6426,28.674,27.1495,28.1714,2567025,72316727.66
